
# Curve 0 of 1, 1000 points
# x y type
 8e+006  0.0248005  i
 8.01001e+006  0.0285775  i
 8.02002e+006  0.0322591  i
 8.03003e+006  0.0358465  i
 8.04004e+006  0.0393408  i
 8.05005e+006  0.0427431  i
 8.06006e+006  0.0460547  i
 8.07007e+006  0.0492767  i
 8.08008e+006  0.0524103  i
 8.09009e+006  0.0554566  i
 8.1001e+006  0.0584168  i
 8.11011e+006  0.061292  i
 8.12012e+006  0.0640835  i
 8.13013e+006  0.0667923  i
 8.14014e+006  0.0694197  i
 8.15015e+006  0.0719668  i
 8.16016e+006  0.0744348  i
 8.17017e+006  0.0768248  i
 8.18018e+006  0.079138  i
 8.19019e+006  0.0813756  i
 8.2002e+006  0.0835387  i
 8.21021e+006  0.0856285  i
 8.22022e+006  0.0876461  i
 8.23023e+006  0.0895928  i
 8.24024e+006  0.0914696  i
 8.25025e+006  0.0932778  i
 8.26026e+006  0.0950185  i
 8.27027e+006  0.0966928  i
 8.28028e+006  0.098302  i
 8.29029e+006  0.0998472  i
 8.3003e+006  0.10133  i
 8.31031e+006  0.10275  i
 8.32032e+006  0.10411  i
 8.33033e+006  0.105411  i
 8.34034e+006  0.106654  i
 8.35035e+006  0.107839  i
 8.36036e+006  0.108969  i
 8.37037e+006  0.110044  i
 8.38038e+006  0.111066  i
 8.39039e+006  0.112035  i
 8.4004e+006  0.112953  i
 8.41041e+006  0.113821  i
 8.42042e+006  0.11464  i
 8.43043e+006  0.115411  i
 8.44044e+006  0.116136  i
 8.45045e+006  0.116815  i
 8.46046e+006  0.11745  i
 8.47047e+006  0.118042  i
 8.48048e+006  0.118592  i
 8.49049e+006  0.119102  i
 8.5005e+006  0.119571  i
 8.51051e+006  0.120003  i
 8.52052e+006  0.120397  i
 8.53053e+006  0.120755  i
 8.54054e+006  0.121078  i
 8.55055e+006  0.121368  i
 8.56056e+006  0.121625  i
 8.57057e+006  0.12185  i
 8.58058e+006  0.122045  i
 8.59059e+006  0.122211  i
 8.6006e+006  0.122349  i
 8.61061e+006  0.12246  i
 8.62062e+006  0.122546  i
 8.63063e+006  0.122607  i
 8.64064e+006  0.122645  i
 8.65065e+006  0.122661  i
 8.66066e+006  0.122656  i
 8.67067e+006  0.122631  i
 8.68068e+006  0.122588  i
 8.69069e+006  0.122527  i
 8.7007e+006  0.122449  i
 8.71071e+006  0.122357  i
 8.72072e+006  0.12225  i
 8.73073e+006  0.122131  i
 8.74074e+006  0.122  i
 8.75075e+006  0.121859  i
 8.76076e+006  0.121708  i
 8.77077e+006  0.121549  i
 8.78078e+006  0.121383  i
 8.79079e+006  0.121211  i
 8.8008e+006  0.121035  i
 8.81081e+006  0.120855  i
 8.82082e+006  0.120673  i
 8.83083e+006  0.120489  i
 8.84084e+006  0.120306  i
 8.85085e+006  0.120123  i
 8.86086e+006  0.119943  i
 8.87087e+006  0.119767  i
 8.88088e+006  0.119595  i
 8.89089e+006  0.119429  i
 8.9009e+006  0.119269  i
 8.91091e+006  0.119118  i
 8.92092e+006  0.118977  i
 8.93093e+006  0.118845  i
 8.94094e+006  0.118726  i
 8.95095e+006  0.118619  i
 8.96096e+006  0.118526  i
 8.97097e+006  0.118448  i
 8.98098e+006  0.118386  i
 8.99099e+006  0.118342  i
 9.001e+006  0.118316  i
 9.01101e+006  0.11831  i
 9.02102e+006  0.118323  i
 9.03103e+006  0.118355  i
 9.04104e+006  0.118406  i
 9.05105e+006  0.118476  i
 9.06106e+006  0.118563  i
 9.07107e+006  0.118668  i
 9.08108e+006  0.118791  i
 9.09109e+006  0.118931  i
 9.1011e+006  0.119088  i
 9.11111e+006  0.119262  i
 9.12112e+006  0.119452  i
 9.13113e+006  0.119659  i
 9.14114e+006  0.119881  i
 9.15115e+006  0.120118  i
 9.16116e+006  0.120371  i
 9.17117e+006  0.120638  i
 9.18118e+006  0.12092  i
 9.19119e+006  0.121217  i
 9.2012e+006  0.121527  i
