
# Curve 0 of 1, 1000 points
# x y type
 8.3e+006  8.0265e-005  i
 8.32673e+006  0.000357787  i
 8.35345e+006  0.000690972  i
 8.38018e+006  0.00112245  i
 8.40691e+006  0.00169244  i
 8.43363e+006  0.00241096  i
 8.46036e+006  0.00326748  i
 8.48709e+006  0.00425108  i
 8.51381e+006  0.00535086  i
 8.54054e+006  0.00655587  i
 8.56727e+006  0.00785522  i
 8.59399e+006  0.00923798  i
 8.62072e+006  0.0106932  i
 8.64745e+006  0.0122101  i
 8.67417e+006  0.0137775  i
 8.7009e+006  0.0153847  i
 8.72763e+006  0.0170208  i
 8.75435e+006  0.0186747  i
 8.78108e+006  0.0203356  i
 8.80781e+006  0.0219926  i
 8.83453e+006  0.0236347  i
 8.86126e+006  0.0252511  i
 8.88799e+006  0.0268307  i
 8.91471e+006  0.0283628  i
 8.94144e+006  0.0298363  i
 8.96817e+006  0.0312404  i
 8.99489e+006  0.0325641  i
 9.02162e+006  0.0337978  i
 9.04835e+006  0.0349407  i
 9.07508e+006  0.0359962  i
 9.1018e+006  0.0369674  i
 9.12853e+006  0.0378576  i
 9.15526e+006  0.0386701  i
 9.18198e+006  0.039408  i
 9.20871e+006  0.0400747  i
 9.23544e+006  0.0406734  i
 9.26216e+006  0.0412073  i
 9.28889e+006  0.0416797  i
 9.31562e+006  0.0420939  i
 9.34234e+006  0.042453  i
 9.36907e+006  0.0427604  i
 9.3958e+006  0.0430192  i
 9.42252e+006  0.0432328  i
 9.44925e+006  0.0434043  i
 9.47598e+006  0.043537  i
 9.5027e+006  0.0436342  i
 9.52943e+006  0.0436992  i
 9.55616e+006  0.0437351  i
 9.58288e+006  0.0437452  i
 9.60961e+006  0.0437327  i
 9.63634e+006  0.043701  i
 9.66306e+006  0.0436532  i
 9.68979e+006  0.0435926  i
 9.71652e+006  0.0435225  i
 9.74324e+006  0.043446  i
 9.76997e+006  0.0433665  i
 9.7967e+006  0.0432872  i
 9.82342e+006  0.0432113  i
 9.85015e+006  0.0431421  i
 9.87688e+006  0.0430829  i
 9.9036e+006  0.0430368  i
 9.93033e+006  0.0430071  i
 9.95706e+006  0.0429972  i
 9.98378e+006  0.0430101  i
 1.00105e+007  0.0430492  i
 1.00372e+007  0.0431159  i
 1.0064e+007  0.0432098  i
 1.00907e+007  0.04333  i
 1.01174e+007  0.0434758  i
 1.01441e+007  0.0436464  i
 1.01709e+007  0.0438411  i
 1.01976e+007  0.0440591  i
 1.02243e+007  0.0442997  i
 1.02511e+007  0.0445621  i
 1.02778e+007  0.0448456  i
 1.03045e+007  0.0451494  i
 1.03312e+007  0.0454728  i
 1.0358e+007  0.0458149  i
 1.03847e+007  0.0461751  i
 1.04114e+007  0.0465527  i
 1.04381e+007  0.0469467  i
 1.04649e+007  0.0473566  i
 1.04916e+007  0.0477815  i
 1.05183e+007  0.0482207  i
 1.0545e+007  0.0486734  i
 1.05718e+007  0.0491389  i
 1.05985e+007  0.0496164  i
 1.06252e+007  0.0501052  i
 1.0652e+007  0.0506046  i
 1.06787e+007  0.0511137  i
 1.07054e+007  0.0516318  i
 1.07321e+007  0.0521582  i
 1.07589e+007  0.052692  i
 1.07856e+007  0.0532327  i
 1.08123e+007  0.0537793  i
 1.0839e+007  0.0543312  i
 1.08658e+007  0.0548876  i
 1.08925e+007  0.0554478  i
 1.09192e+007  0.0560109  i
 1.09459e+007  0.0565763  i
 1.09727e+007  0.0571432  i
 1.09994e+007  0.0577107  i
 1.10261e+007  0.0582784  i
 1.10529e+007  0.0588462  i
 1.10796e+007  0.0594141  i
 1.11063e+007  0.0599821  i
 1.1133e+007  0.0605505  i
 1.11598e+007  0.0611193  i
 1.11865e+007  0.0616885  i
 1.12132e+007  0.0622583  i
 1.12399e+007  0.0628287  i
 1.12667e+007  0.0633999  i
 1.12934e+007  0.0639718  i
 1.13201e+007  0.0645446  i
 1.13468e+007  0.0651184  i
 1.13736e+007  0.0656933  i
 1.14003e+007  0.0662693  i
 1.1427e+007  0.0668465  i
 1.14538e+007  0.0674251  i
 1.14805e+007  0.068005  i
 1.15072e+007  0.0685864  i
 1.15339e+007  0.0691694  i
 1.15607e+007  0.0697541  i
 1.15874e+007  0.0703404  i
 1.16141e+007  0.0709286  i
 1.16408e+007  0.0715187  i
 1.16676e+007  0.0721108  i
 1.16943e+007  0.0727049  i
 1.1721e+007  0.0733012  i
 1.17477e+007  0.0738998  i
 1.17745e+007  0.0745006  i
 1.18012e+007  0.0751039  i
 1.18279e+007  0.0757097  i
 1.18547e+007  0.076318  i
 1.18814e+007  0.076929  i
 1.19081e+007  0.0775428  i
 1.19348e+007  0.0781593  i
 1.19616e+007  0.0787788  i
 1.19883e+007  0.0794014  i
 1.2015e+007  0.0800269  i
 1.20417e+007  0.0806559  i
 1.20685e+007  0.0812887  i
 1.20952e+007  0.0819257  i
 1.21219e+007  0.0825675  i
 1.21486e+007  0.0832143  i
 1.21754e+007  0.0838668  i
 1.22021e+007  0.0845252  i
 1.22288e+007  0.0851902  i
 1.22556e+007  0.085862  i
 1.22823e+007  0.0865411  i
 1.2309e+007  0.0872281  i
 1.23357e+007  0.0879233  i
 1.23625e+007  0.0886271  i
 1.23892e+007  0.0893401  i
 1.24159e+007  0.0900626  i
 1.24426e+007  0.0907951  i
 1.24694e+007  0.091538  i
 1.24961e+007  0.0922918  i
 1.25228e+007  0.093057  i
 1.25495e+007  0.0938338  i
 1.25763e+007  0.0946229  i
 1.2603e+007  0.0954247  i
 1.26297e+007  0.0962395  i
 1.26565e+007  0.0970678  i
 1.26832e+007  0.0979101  i
 1.27099e+007  0.0987668  i
 1.27366e+007  0.0996384  i
 1.27634e+007  0.100525  i
 1.27901e+007  0.101428  i
 1.28168e+007  0.102347  i
 1.28435e+007  0.103282  i
 1.28703e+007  0.104234  i
 1.2897e+007  0.105204  i
 1.29237e+007  0.106192  i
 1.29505e+007  0.107198  i
 1.29772e+007  0.108223  i
 1.30039e+007  0.109268  i
 1.30306e+007  0.110331  i
 1.30574e+007  0.111411  i
 1.30841e+007  0.112506  i
 1.31108e+007  0.113614  i
 1.31375e+007  0.114731  i
 1.31643e+007  0.115856  i
 1.3191e+007  0.116986  i
 1.32177e+007  0.118119  i
 1.32444e+007  0.119253  i
 1.32712e+007  0.120386  i
 1.32979e+007  0.121514  i
 1.33246e+007  0.122636  i
 1.33514e+007  0.12375  i
 1.33781e+007  0.124852  i
 1.34048e+007  0.125941  i
 1.34315e+007  0.127015  i
 1.34583e+007  0.128071  i
 1.3485e+007  0.129106  i
 1.35117e+007  0.130119  i
 1.35384e+007  0.131107  i
 1.35652e+007  0.132068  i
 1.35919e+007  0.132999  i
 1.36186e+007  0.133898  i
 1.36453e+007  0.134763  i
 1.36721e+007  0.135591  i
 1.36988e+007  0.136381  i
 1.37255e+007  0.137129  i
 1.37523e+007  0.137834  i
 1.3779e+007  0.138493  i
 1.38057e+007  0.139104  i
 1.38324e+007  0.139664  i
 1.38592e+007  0.140172  i
 1.38859e+007  0.140624  i
 1.39126e+007  0.141019  i
 1.39393e+007  0.141354  i
 1.39661e+007  0.141627  i
 1.39928e+007  0.141835  i
 1.40195e+007  0.141977  i
 1.40462e+007  0.142052  i
 1.4073e+007  0.142063  i
 1.40997e+007  0.14201  i
 1.41264e+007  0.141896  i
 1.41532e+007  0.14172  i
 1.41799e+007  0.141486  i
 1.42066e+007  0.141195  i
 1.42333e+007  0.140847  i
 1.42601e+007  0.140445  i
 1.42868e+007  0.139989  i
 1.43135e+007  0.139482  i
 1.43402e+007  0.138925  i
 1.4367e+007  0.13832  i
 1.43937e+007  0.137667  i
 1.44204e+007  0.136968  i
 1.44471e+007  0.136225  i
 1.44739e+007  0.13544  i
 1.45006e+007  0.134613  i
 1.45273e+007  0.133746  i
 1.45541e+007  0.132841  i
 1.45808e+007  0.131899  i
 1.46075e+007  0.130922  i
 1.46342e+007  0.12991  i
 1.4661e+007  0.128867  i
 1.46877e+007  0.127792  i
 1.47144e+007  0.126688  i
